TAIL_NUM,MFR,MODEL,YEAR MFR
N17254,BOEING,737-8,2021
N745VJ,AIRBUS INDUSTRIE,A319-112,2000
N508AY,AIRBUS,A321-231,2008
N33292,BOEING,737-824,2004
N630SK,BOMBARDIER INC,CL-600-2C10,2011
N379DA,BOEING,737-832,1999
N928DU,BOEING,737-900ER,2019
N730EV,BOMBARDIER INC,CL-600-2C10,2004
N681NK,AIRBUS,A321-231,2017
N426UA,AIRBUS INDUSTRIE,A320-232,1995
N977UY,AIRBUS,A321-231,2012
N119US,AIRBUS INDUSTRIE,A320-214,2000
N680NK,AIRBUS,A321-231,2017
N389FR,AIRBUS,A320-251N,2022
N435YX,EMBRAER S A,ERJ 170-200 LR,2014
N579UW,AIRBUS INDUSTRIE,A321-231,2014
N473UA,AIRBUS INDUSTRIE,A320-232,2001
N906NN,BOEING,737-823,2012
N686NK,AIRBUS,A321-231,2018
N775DE,BOEING,737-8EH,2013
N828AW,AIRBUS INDUSTRIE,A319-132,
N251AK,BOEING,737-990ER,
N845NN,BOEING,737-823,2010
N150UW,AIRBUS,A321-211,2013
N197UW,AIRBUS,A321-211,2009
N905XJ,BOMBARDIER INC,CL-600-2D24,2007
N947AN,BOEING,737-823,2000
N30401,BOEING,737-924,2001
N889DN,BOEING,737-900ER,2017
N833UA,AIRBUS INDUSTRIE,A319-131,2000
N936XJ,BOMBARDIER INC,CL-600-2D24,2008
N705SK,BOMBARDIER INC,CL-600-2C10,2004
N27256,BOEING,737-8,2021
N987NN,BOEING,737-823,2016
N497UA,AIRBUS,A320-232,2002
N839AW,AIRBUS,A319-132,2006
N913US,AIRBUS,A321-231,2014
N840NN,BOEING,737-823,2010
N825AW,AIRBUS INDUSTRIE,A319-132,2001
N940AN,BOEING,737-823,2000
N364NB,AIRBUS,A319-114,2003
N274AK,BOEING,737-900ER,2017
N749US,AIRBUS INDUSTRIE,A319-112,2000
N357NW,AIRBUS INDUSTRIE,A320-212,1998
N177XF,AIRBUS,A319-112,2006
N953NN,BOEING,737-823,2014
N301NW,BOEING,737-800,2016
N181UW,AIRBUS INDUSTRIE,A321-211,
N129HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008
N14240,BOEING,737-824,1999
N755US,AIRBUS INDUSTRIE,A319-112,2000
N965AT,BOEING,717-200,2001
N361NW,AIRBUS INDUSTRIE,A320-212,1998
N820AW,AIRBUS INDUSTRIE,A319-132,2000
299NV,AIRBUS,A320-214,2011
N384DA,BOEING,737-832,1999
N838NN,BOEING,737-823,2010
N773SK,BOMBARDIER INC,CL-600-2C10,2005
N493UA,AIRBUS,A320-232,2002
N452UA,AIRBUS INDUSTRIE,A320-232,1999
N69840,BOEING,737-924ER,2015
N316NB,AIRBUS INDUSTRIE,A319-114,2000
N774DE,BOEING,737-8EH,2012
N524AS,BOEING,737-890,2009
221NV,AIRBUS,A320-214,2000
N8504G,BOEING,737-800,2016
N216WR,BOEING,737-7H4,2005
N488WN,BOEING,737-7H4,2004
N306PQ,BOMBARDIER INC,CL-600-2D24,2014
N740SK,BOMBARDIER INC,CL-600-2C10,2005
N427UA,AIRBUS INDUSTRIE,A320-232,1995
N444WN,BOEING,737-7H4,2003
N16713,BOEING,737-724,1998
N348FR,AIRBUS,A320-251N,2019
N607NK,AIRBUS INDUSTRIE,A320-232,2011
N405YX,EMBRAER S A,ERJ 170-200 LR,2013
N813DN,BOEING,737-932ER,2014
N318FR,AIRBUS,A320-251N,2017
N73283,BOEING,737-824,2004
N68822,BOEING,737-924ER,2014
N895DN,BOEING,737-900ER,2018
N758EV,BOMBARDIER INC,CL-600-2C10,2005
N893AT,BOEING,717-200,2004
N341FR,AIRBUS,A320-251N,2018
N980NN,BOEING,737-823,2015
N3743H,BOEING,737-832,2001
N827NN,BOEING,737-823,2010
N232NN,EMBRAER,ERJ 170-200 LR,2016
N313FR,AIRBUS,A320-251N,2017
N873UA,AIRBUS,A319-132,2003
N824NN,BOEING,737-823,2010
N121DZ,AIRBUS,A321-211,2021
N342NW,AIRBUS INDUSTRIE,A320-212,1992
N7861J,BOEING,737-79P,2005
N485UA,AIRBUS INDUSTRIE,A320-232,2001
N568AS,BOEING,737-890,2007
N923XJ,BOMBARDIER INC,CL-600-2D24,2008
N565NN,BOMBARDIER INC,CL-600-2D24,2015
N430YX,EMBRAER S A,ERJ 170-200 LR,2014
N369NB,AIRBUS,A319-114,2003
N132HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008
N77542,BOEING,737-800,2017
N147PQ,BOMBARDIER INC,CL-600-2D24,2007
N319DN,AIRBUS SAS,A321-213,2017
N75432,BOEING,737-924ER,2009
N308FR,AIRBUS,A320-251N,2017
N368FR,AIRBUS,A320-251N,2020
N808UA,AIRBUS INDUSTRIE,A319-131,1998
N565AS,BOEING,737-890,2006
N335NB,AIRBUS INDUSTRIE,A319-114,2002
N8715Q,BOEING,737-8,2017
N69804,BOEING,737-924ER,2013
N801NN,BOEING,737-823,2009
N885DN,BOEING,737-900ER,2017
326NV,AIRBUS,A319-111,2005
N578NN,BOMBARDIER INC,CL-600-2D24,2015
N402YX,EMBRAER S A,ERJ 170-200 LR,2013
N467UA,AIRBUS INDUSTRIE,A320-232,2000
N246NN,EMBRAER S A,ERJ 170-200 LR,2016
N853NN,BOEING,737-823,2010
N23708,BOEING,737-724,1998
N322NB,AIRBUS INDUSTRIE,A319-114,2001
N383FR,AIRBUS,A320-251N,2021
N523UW,AIRBUS,A321-231,2009
N105HQ,EMBRAER,ERJ 170-200 LR,2007
297NV,AIRBUS,A320-214,2006
N939AN,BOEING,737-823,2000
N582CA,BOMBARDIER INC,CL-600-2D24,2008
N912UY,AIRBUS,A321-231,2014
N924DZ,BOEING,737-900ER,2019
N263NN,EMBRAER S A,ERJ 170-200 LR,2017
N726SK,BOMBARDIER INC,CL-600-2C10,2005
N8744B,BOEING,737-8,2020
N822NN,BOEING,737-823,2010
N14214,BOEING,737-824,1998
N829DN,BOEING,737-932ER,2014
N316PF,BOEING,737-800,2017
N358FR,AIRBUS,A320-251N,2019
N375DN,AIRBUS,A321-211,2019
N292NN,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020
N772SK,BOMBARDIER INC,CL-600-2C10,2005
N823NN,BOEING,737-823,2010
N926NN,BOEING,737-823,2013
N114HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N829NN,BOEING,737-823,2010
N78506,BOEING,737-824,2006
N33286,BOEING,737-824,2004
N730US,AIRBUS INDUSTRIE,A319-112,2000
N360NB,AIRBUS,A319-114,2003
316NV,AIRBUS,A319-111,2005
N440UA,AIRBUS INDUSTRIE,A320-232,1997
N585AS,BOEING,737-890,2007
N965AN,BOEING,737-823,2001
N874NN,BOEING,737-823,2011
N290NN,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020
N326NB,AIRBUS INDUSTRIE,A319-114,2001
N928AT,BOEING,717-200,2000
N762SK,BOMBARDIER INC,CL-600-2C11,2005
N603SK,BOMBARDIER INC,CL-600-2C10,2006
244NV,AIRBUS,A320-214,
N383DN,BOEING,737-832,1999
N890NN,BOEING,737-823,2012
N358DN,AIRBUS SAS,A321-213,2018
N14228,BOEING,737-824,1999
N824UA,AIRBUS INDUSTRIE,A319-131,1999
N702UW,AIRBUS INDUSTRIE,A319-112,1998
N3732J,BOEING,737-832,2000
N187GJ,BOMBARDIER INC,CL-600-2D24,2008
N460UA,AIRBUS INDUSTRIE,A320-232,2000
N368DN,AIRBUS,A321-211,2019
N73256,BOEING,737-824,2000
N994NN,BOEING,737-823,2016
N466UA,AIRBUS INDUSTRIE,A320-232,2000
N539UW,AIRBUS,A321-231,2009
N482UA,AIRBUS INDUSTRIE,A320-232,2001
N914DU,BOEING,737-900ER,2019
N330PQ,BOMBARDIER INC,CL-600-2D24,2014
N876NN,BOEING,737-823,2011
N922DZ,BOEING,737-900ER,2019
N117HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N756SK,BOMBARDIER INC,CL-600-2C10,2005
N943NN,BOEING,737-823,2013
N625NK,AIRBUS,A320-232,
N62849,BOEING,737-924ER,2015
N945NN,BOEING,737-823,2014
N462UA,AIRBUS INDUSTRIE,A320-232,2000
N69806,BOEING,737-924ER,2013
N8736J,BOEING,737-8,2020
N390FR,AIRBUS,A320-251N,2022
N38459,BOEING,737-924ER,2012
N8740A,BOEING,737-8,2021
N304RB,BOEING,737-8,2017
N576UW,AIRBUS INDUSTRIE,A321-231,2014
N331PQ,BOMBARDIER INC,CL-600-2D24,2014
N254NN,EMBRAER S A,ERJ 170-200 LR,2017
N911DQ,BOEING,737-900ER,2018
N108UW,AIRBUS INDUSTRIE,A320-214,1999
N17753,BOEING,737-7V3,2002
N172US,AIRBUS INDUSTRIE,A321-211,2001
N27515,BOEING,737-9,2020
N349FR,AIRBUS,A320-251N,2019
N985AT,BOEING,717-200,2001
N662NK,AIRBUS,A321-231,2015
N715SK,BOMBARDIER INC,CL-600-2C10,2004
N604NN,BOMBARDIER INC,CL-600-2D24,2019
N21723,BOEING,737-724,1999
N187US,AIRBUS,A321-211,2002
N66841,BOEING,737-924ER,2015
N307PQ,BOMBARDIER INC,CL-600-2D24,2014
N761ND,BOMBARDIER INC,CL-600-2C10,2005
N329FR,AIRBUS,A320-251N,2018
298NV,AIRBUS,A320-214,2006
N304PQ,BOMBARDIER INC,CL-600-2D24,2014
N406UA,AIRBUS INDUSTRIE,A320-232,1994
N863DN,BOEING,737-932ER,2016
N534UW,AIRBUS,A321-231,2009
N342PM,BOEING,737-800,2017
N14249,BOEING,737-824,1999
N27252,BOEING,737-8,2021
N973UY,AIRBUS,A321-231,2011
N37437,BOEING,737-924ER,2009
N927UW,AIRBUS,A321-231,2015
N774SK,BOMBARDIER INC,CL-600-2C10,2006
N76503,BOEING,737-824,2006
N543UW,AIRBUS,A321-231,2011
N45440,BOEING,737-924ER,2009
N960NN,BOEING,737-823,2014
N47512,BOEING,737-9,2019
N298FR,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020
N573UW,AIRBUS INDUSTRIE,A321-231,2014
N924US,AIRBUS,A321-231,2015
N961NN,BOEING,737-823,2014
N37468,BOEING,737-924ER,2013
N976AN,BOEING,737-823,2001
N301FR,AIRBUS,A320-251N,2016
N357DN,AIRBUS SAS,A321-213,2018
N37420,BOEING,737-924ER,2008
N37274,BOEING,737-824,2002
N161UW,AIRBUS INDUSTRIE,A321-211,2001
N379FR,AIRBUS,A320-251N,2021
N27266,BOEING,737-8,2021
N8757L,BOEING,737-8,2022
N904NN,BOEING,737-823,2012
N471AS,BOEING,737-990ER,2014
N802NN,BOEING,737-823,
N37465,BOEING,737-924ER,2013
N27519,BOEING,737-9,2000
N306DN,AIRBUS SAS,A321-213,2016
N186PQ,BOMBARDIER INC,CL-600-2D24,2008
N280NN,EMBRAER S A,ERJ 170-200 LR,2019
N936AT,BOEING,717-200,1999
N659NK,AIRBUS,A321-231,2015
N85352,EMBRAER S A,ERJ 170-200 LR,2017
N76526,BOEING,737-824,2010
N554UW,AIRBUS,A321-231,2011
N373NW,AIRBUS INDUSTRIE,A320-212,2001
N176UW,AIRBUS INDUSTRIE,A321-211,2001
N933AT,BOEING,717-200,2000
N435AS,BOEING,737-990ER,2013
N402UA,AIRBUS INDUSTRIE,A320-232,1993
N568NN,BOMBARDIER INC,CL-600-2D24,2015
N64844,BOEING,737-924ER,2015
N661NK,AIRBUS,A321-231,2015
N8732S,BOEING,737-8,2018
N732SK,BOMBARDIER INC,CL-600-2C10,2005
N14735,BOEING,737-724,1999
N37518,BOEING,737-9,2021
N77259,BOEING,737-8,2021
N35236,BOEING,737-824,1999
N718SK,BOMBARDIER INC,CL-600-2C10,2004
N11206,BOEING,737-824,2000
N170US,AIRBUS INDUSTRIE,A321-211,2001
N659AW,AIRBUS INDUSTRIE,A320-232,2000
N357NB,AIRBUS,A319-114,2002
N16701,BOEING,737-724,1998
N838DN,BOEING,737-932ER,2015
N68802,BOEING,737-924ER,2013
N34222,BOEING,737-824,1998
325NV,AIRBUS,A319-112,
N744EV,BOMBARDIER INC,CL-600-2C10,2004
317NV,AIRBUS,A319-111,2005
N75428,BOEING,737-924ER,2008
N27526,BOEING,737-9,2021
N173US,AIRBUS INDUSTRIE,A321-211,2001
N687DL,BOEING,757-232,1998
N438YX,EMBRAER S A,ERJ 170-200 LR,2014
N221NN,EMBRAER S A,ERJ 170-200 LR,2015
N837DN,BOEING,737-932ER,2015
N66825,BOEING,737-924ER,2014
N37427,BOEING,737-924ER,2008
N441UA,AIRBUS INDUSTRIE,A320-232,1997
N954AT,BOEING,717-200,2000
N371NB,AIRBUS,A319-114,2003
N585NN,BOMBARDIER INC,CL-600-2D24,2016
N923US,AIRBUS,A321-231,2015
N995NN,BOEING,737-823,2016
N850DN,BOEING,737-932ER,
N897UA,AIRBUS,A319-132,2007
N644NK,AIRBUS,A320-232,2016
N38257,BOEING,737-824,2000
N605LR,BOMBARDIER INC,CL-600-2D24,2008
N331NB,AIRBUS INDUSTRIE,A319-114,
N896DN,BOEING,737-900ER,2018
N955NK,AIRBUS,A320-271N,2022
N893DN,BOEING,737-900ER,2018
N192UW,AIRBUS INDUSTRIE,A321-211,2001
N990NN,BOEING,737-823,2016
N78285,BOEING,737-824,2004
N347FR,AIRBUS,A320-251N,2019
N764SK,BOMBARDIER INC,CL-600-2C10,2005
N982VJ,AIRBUS,A321-231,2012
N585UW,AIRBUS INDUSTRIE,A321-231,2014
N16732,BOEING,737-724,1999
N867NN,BOEING,737-823,2011
N394DX,AIRBUS,A321-211,2019
N818NN,BOEING,737-823,2009
N422YX,EMBRAER S A,ERJ 170-200 LR,2014
N596NN,BOMBARDIER INC,CL-600-2D24,2016
N985NN,BOEING,737-823,2016
N751SK,BOMBARDIER INC,CL-600-2C10,2005
N463UA,AIRBUS INDUSTRIE,A320-232,2000
N196UW,AIRBUS,A321-211,2009
N925AN,BOEING,737-823,1999
N322DN,AIRBUS SAS,A321-213,2017
N913DU,BOEING,737-900ER,2018
N77258,BOEING,737-824,2000
N821UA,AIRBUS INDUSTRIE,A319-131,1998
N833NN,BOEING,737-823,2010
236NV,AIRBUS,A320-214,
N367FR,AIRBUS,A320-251N,2020
N465UA,AIRBUS INDUSTRIE,A320-232,2000
N669NK,AIRBUS,A321-231,2016
N370FR,AIRBUS,A320-251N,2020
N395DZ,AIRBUS SAS,A321-211,2019
N13227,BOEING,737-824,1999
N684NK,AIRBUS,A321-231,2018
327NV,AIRBUS,A319-111,2005
N380FR,AIRBUS,A320-251N,2021
N315DN,AIRBUS SAS,A321-213,2016
N37277,BOEING,737-824,2002
N760EV,BOMBARDIER INC,CL-600-2C10,2005
N753US,AIRBUS INDUSTRIE,A319-112,2000
308NV,AIRBUS,A319-112,
N901NN,BOEING,737-823,2012
N378FR,AIRBUS,A320-251N,2021
N744SK,BOMBARDIER INC,CL-600-2C10,2005
N683NK,AIRBUS,A321-231,2018
N850NN,BOEING,737-823,2010
N156UW,AIRBUS,A321-211,2013
N744P,AIRBUS INDUSTRIE,A319-112,2000
N380DA,BOEING,737-832,1999
N337NW,AIRBUS INDUSTRIE,A320-212,1992
N190UW,AIRBUS INDUSTRIE,A321-211,2001
N668NK,AIRBUS,A321-231,2016
N919US,AIRBUS,A321-231,2015
320NV,AIRBUS,A319-111,
N815AW,AIRBUS INDUSTRIE,A319-132,2000
N370NW,AIRBUS INDUSTRIE,A320-212,1999
N675NK,AIRBUS,A321-231,2017
N86371,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LL,2020
N687NK,AIRBUS,A321-231,2018
N776XF,AIRBUS,A319-112,2004
N810DN,BOEING,737-932ER,2013
N519UW,AIRBUS,A321-231,2009
N167US,AIRBUS INDUSTRIE,A321-211,2001
N679NK,AIRBUS,A321-231,2017
N335DN,AIRBUS SAS,A321-213,2018
N12754,BOEING,737-7V3,2002
N307FR,AIRBUS,A320-251N,2017
N378DA,BOEING,737-832,1999
N359NW,AIRBUS INDUSTRIE,A320-212,1998
N368NW,AIRBUS INDUSTRIE,A320-212,1999
N78361,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LL,2020
N682NK,AIRBUS,A321-231,2017
N846DN,BOEING,737-932ER,2015
N8753Q,BOEING,737-8,2022
N763US,AIRBUS INDUSTRIE,A319-112,2000
N685NK,AIRBUS,A321-231,2018
N671NK,AIRBUS,A321-231,2016
N63899,BOEING,737-900ER,2016
N908NN,BOEING,737-823,2012
N361FR,AIRBUS,A320-251N,2019
311NV,AIRBUS,A319-111,2006
N17262,BOEING,737-8,2021
N677NK,AIRBUS,A321-231,2017
N546AS,BOEING,737-890,2005
N711UW,AIRBUS INDUSTRIE,A319-112,1999
N153UW,AIRBUS,A321-211,2013
N678NK,AIRBUS,A321-231,2017
N37474,BOEING,737-924ER,2013
N947NN,BOEING,737-823,2014
N586UW,AIRBUS,A321-231,2014
N14230,BOEING,737-824,1999
N674NK,AIRBUS,A321-231,2017
N667NK,AIRBUS,A321-231,2016
N316FR,AIRBUS,A320-251N,2017
N352DN,AIRBUS,A321-211,2018
N274NN,EMBRAER S A,ERJ 170-200 LR,2019
N979UY,AIRBUS,A321-231,2013
N85354,EMBRAER S A,ERJ 170-200 LR,2017
N121UW,AIRBUS INDUSTRIE,A320-214,2000
N567NN,BOMBARDIER INC,CL-600-2D24,2015
N568UW,AIRBUS,A321-231,2013
N118HQ,EMBRAER,ERJ 170-200 LR,2007
N38417,BOEING,737-924ER,2008
N335FR,AIRBUS,A320-251N,2018
N38454,BOEING,737-924ER,2012
N230FR,AIRBUS,A320-214,2015
N544UW,AIRBUS,A321-231,2011
N136EV,BOMBARDIER INC,CL-600-2D24,2009
N165US,AIRBUS INDUSTRIE,A321-211,2001
N942NN,BOEING,737-823,2013
N588NN,BOMBARDIER INC,CL-600-2D24,2016
N162UW,AIRBUS INDUSTRIE,A321-211,2001
N8754S,BOEING,737-8,2022
N37502,BOEING,737-9,2018
N309PC,BOEING,737-800,2017
N291NN,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020
N39461,BOEING,737-924ER,2012
N527NK,AIRBUS,A319-132,2007
N547NN,BOMBARDIER INC,CL-600-2D24,2014
N39297,BOEING,737-824,2005
N372DN,AIRBUS,A321-211,2019
N983AT,BOEING,717-200,
N663NK,AIRBUS,A321-231,2016
N3757D,BOEING,737-832,2001
N372NW,AIRBUS INDUSTRIE,A320-212,2001
N770UW,AIRBUS INDUSTRIE,A319-112,2000
N746UW,AIRBUS INDUSTRIE,A319-112,2000
N665NK,AIRBUS,A321-231,2016
N724UW,AIRBUS INDUSTRIE,A319-112,1999
N188US,AIRBUS,A321-211,2002
N339FR,AIRBUS,A320-251N,2018
N559UW,AIRBUS,A321-231,2012
N384DN,AIRBUS,A321-211,2019
N392DA,BOEING,737-832,2000
N318NB,AIRBUS INDUSTRIE,A319-114,2000
N834AW,AIRBUS,A319-132,
N182UW,AIRBUS INDUSTRIE,A321-211,2001
N871UA,AIRBUS,A319-132,2003
N817NN,BOEING,737-823,2009
N31412,BOEING,737-924,2002
N560UW,AIRBUS,A321-231,2012
N27253,BOEING,737-8,2021
N112US,AIRBUS INDUSTRIE,A320-214,1999
N200NV,BOEING,737-800,2016
N404UA,AIRBUS INDUSTRIE,A320-232,1993
N724EV,BOMBARDIER INC,CL-600-2C11,2004
N219NN,EMBRAER S A,ERJ 170-200 LR,2015
N109UW,AIRBUS INDUSTRIE,A320-214,1999
N988AT,BOEING,717-200,2001
N238NN,EMBRAER S A,ERJ 170-200 LR,2016
N37293,BOEING,737-824,2005
N8583Z,BOEING,737-800,2018
N530AS,BOEING,737-890,2010
N703UW,AIRBUS INDUSTRIE,A319-112,1998
N822DN,BOEING,737-932ER,2014
N944WN,BOEING,737-7H4,2010
N923WN,BOEING,737-7H4,2008
N62889,BOEING,737-924ER,2015
N871NN,BOEING,737-823,2011
N7749B,BOEING,737-7BD,2009
N853DN,BOEING,737-932ER,2016
N929XJ,BOMBARDIER INC,CL-600-2D24,2008
N69835,BOEING,737-924ER,2014
N752SK,BOMBARDIER INC,CL-600-2C10,2005
N849DN,BOEING,737-932ER,2015
N103HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N336NW,AIRBUS INDUSTRIE,A320-212,1992
N344FR,AIRBUS,A320-251N,2018
N7864B,BOEING,737-7Q8,2001
N773XF,AIRBUS,A319-112,2003
202NV,AIRBUS,A320-214,2013
N8750Q,BOEING,737-8,2021
N839NN,BOEING,737-823,2010
N24211,BOEING,737-824,1998
N295PQ,BOMBARDIER INC,CL-600-2D24,2013
N180US,AIRBUS INDUSTRIE,A321-211,2001
N864NN,BOEING,737-823,2010
N717FR,AIRBUS,A321-211,2017
N257WN,BOEING,737-7H4,2006
N950AT,BOEING,717-200,2000
N354FR,AIRBUS,A320-251N,2019
N832DN,BOEING,737-932ER,2015
N73270,BOEING,737-824,2001
N112HQ,EMBRAER,ERJ 170-200 LR,2007
N894DN,BOEING,737-900ER,2018
N435WN,BOEING,737-7H4,2003
N373FR,AIRBUS,A320-251N,2021
N827DN,BOEING,737-932ER,2014
N562NN,BOMBARDIER INC,CL-600-2D24,2014
N815NN,BOEING,737-823,2009
N551AS,BOEING,737-890,2006
N382FR,AIRBUS,A320-251N,2021
N612NK,AIRBUS,A320-232,2012
N407YX,EMBRAER S A,ERJ 170-200 LR,2013
N887DN,BOEING,737-900ER,2017
N698NK,AIRBUS,A320-232,2010
N422WN,BOEING,737-7H4,2002
N915DU,BOEING,737-900ER,2019
N616NK,AIRBUS,A320-232,2012
N77525,BOEING,737-824,2010
N299JJ,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020
N865NN,BOEING,737-823,2010
N869DN,BOEING,737-900ER,2016
N427YX,EMBRAER S A,ERJ 170-200 LR,2014
N325PQ,BOMBARDIER INC,CL-600-2D24,2014
N879DN,BOEING,737-900ER,2017
N131HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008
N950WN,BOEING,737-7H4,2010
259NV,AIRBUS,A320-214,2009
N8317M,BOEING,737-8H4,2012
N7823A,BOEING,737-7CT,2003
N75426,BOEING,737-924ER,2008
N972AN,BOEING,737-823,2001
N72405,BOEING,737-924,2001
N101HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N67815,BOEING,737-924ER,2014
N459WN,BOEING,737-7H4,2004
N386FR,AIRBUS,A320-251N,2021
N556NN,BOMBARDIER INC,CL-600-2D24,2014
N288NN,EMBRAER S A,ERJ 170-200 LR,2019
N428YX,EMBRAER S A,ERJ 170-200 LR,2014
N334FR,AIRBUS,A320-251N,2018
N987AM,AIRBUS,A321-231,2016
N819NN,BOEING,737-823,2009
N7744A,BOEING,737-7BD,2007
N68891,BOEING,737-924ER,2015
N3752,BOEING,737-832,2001
N337FR,AIRBUS,A320-251N,2018
N923NN,BOEING,737-823,2013
N453WN,BOEING,737-7H4,2004
N76533,BOEING,737-824,2016
N763CC,EMBRAER,ERJ 170-100 STD,
N942AN,BOEING,737-823,2000
N3760C,BOEING,737-832,2001
N330FR,AIRBUS,A320-251N,2018
N472UA,AIRBUS INDUSTRIE,A320-232,2001
N268NN,EMBRAER S A,ERJ 170-200 LR,2018
N301PA,BOEING,737-800,2016
N53442,BOEING,737-924ER,2009
N352FR,AIRBUS SAS,A320-251N,2019
N722EV,BOMBARDIER INC,CL-600-2C10,2003
N446UA,AIRBUS INDUSTRIE,A320-232,1998
N589AS,BOEING,737-890,2007
N619NK,AIRBUS,A320-232,2013
N607NN,BOMBARDIER INC,CL-600-2D24,2019
N974AN,BOEING,737-823,2001
N381FR,AIRBUS,A320-251N,2021
N39463,BOEING,737-924ER,2012
N760MQ,EMBRAER,ERJ 170-100 STD,2009
N186US,AIRBUS,A321-211,2002
N886DN,BOEING,737-900ER,2017
N4005X,AIRBUS,A319-115,2013
N362FR,AIRBUS,A320-251N,2019
N538UW,AIRBUS,A321-231,2009
N8741L,BOEING,737-8,2021
293NV,AIRBUS,A320-214,2011
N334NB,AIRBUS INDUSTRIE,A319-114,2002
N705FR,AIRBUS,A321-211,2015
N37525,BOEING,737-9,2021
N8705Q,BOEING,737-8,2017
N109HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N848DN,BOEING,737-932ER,2015
N570NN,BOMBARDIER INC,CL-600-2D24,2015
N374FR,AIRBUS,A320-251N,2021
N76254,BOEING,737-824,2000
N980AN,BOEING,737-823,2009
N8742M,BOEING,737-8,2020
N346PR,BOEING,737-800,2017
N423YX,EMBRAER S A,ERJ 170-200 LR,2014
N603NN,BOMBARDIER INC,CL-600-2D24,2019
N821NN,BOEING,737-823,2010
N615NN,BOMBARDIER INC,CL-600-2D24,2020
N817DN,BOEING,737-932ER,2014
N910NK,AIRBUS,A320-271N,2018
N754UW,AIRBUS INDUSTRIE,A319-112,2000
N818DA,BOEING,737-932ER,2014
N978NN,BOEING,737-823,2015
N913NN,BOEING,737-823,2013
N988NN,BOEING,737-823,2016
N9017P,AIRBUS,A319-115,2014
N923DZ,BOEING,737-900ER,2019
N892NN,BOEING,737-823,2012
N705UW,AIRBUS INDUSTRIE,A319-112,
N7866A,BOEING,737-7Q8,2002
N859NN,BOEING,737-823,2010
N335PH,BOEING,737-800,2017
N926DZ,BOEING,737-900ER,2019
N77535,BOEING,737-824,2016
N66831,BOEING,737-924ER,2014
N290WN,BOEING,737-7H4,2007
N7878A,BOEING,737-7K9,2005
N8321D,BOEING,737-8H4,2012
N966AT,BOEING,717-200,2001
N996AN,AIRBUS,A321-231,2016
N558WN,BOEING,737-73V,2002
N778XF,AIRBUS,A319-112,2009
N346FR,AIRBUS,A320-251N,2019
N77431,BOEING,737-924ER,2009
N967AN,BOEING,737-823,2001
N248WN,BOEING,737-7H4,2006
N807NN,BOEING,737-823,
N863NN,BOEING,737-823,2010
N75435,BOEING,737-924ER,2009
N495WN,BOEING,737-7H4,2004
N8751R,BOEING,737-8,2021
N8668A,BOEING,737-8H4,2015
N864DN,BOEING,737-932ER,2016
N716UW,AIRBUS INDUSTRIE,A319-112,1999
N849NN,BOEING,737-823,2010
N76514,BOEING,737-824,2008
N282NN,EMBRAER S A,ERJ 170-200 LR,2019
N907WN,BOEING,737-7H4,2008
N720FR,AIRBUS,A321-211,2017
N954WN,BOEING,737-7H4,2011
N8313F,BOEING,737-8H4,2012
N690NK,AIRBUS,A320-232,2018
N991AT,BOEING,717-200,
N8735L,BOEING,737-8,2019
N900DU,BOEING,737-900ER,2018
N607LR,BOMBARDIER INC,CL-600-2D24,2008
N8555Z,BOEING,737-800,2017
N971UY,AIRBUS,A321-231,
N938NN,BOEING,737-823,2013
N9015D,AIRBUS,A319-115,2013
N941WN,BOEING,737-7H4,2009
N928XJ,BOMBARDIER INC,CL-600-2D24,2008
N341NB,AIRBUS,A319-114,2002
N713UW,AIRBUS INDUSTRIE,A319-112,1999
N805NN,BOEING,737-823,2009
N8616C,BOEING,737-8H4,2013
N8515X,BOEING,737-800,2016
N218WN,BOEING,737-7H4,2005
N7865A,BOEING,737-7Q8,2002
N8723Q,BOEING,737-8,2018
N8517F,BOEING,737-800,2016
N7845A,BOEING,737-71B,2006
N236NN,EMBRAER S A,ERJ 170-200 LR,2016
N931XJ,BOMBARDIER INC,CL-600-2D24,2008
N554NN,BOMBARDIER INC,CL-600-2D24,2014
N8701Q,BOEING,737-8,2015
N346NB,AIRBUS,A319-114,2002
N141NN,AIRBUS,A321-231,2015
N37413,BOEING,737-924ER,2008
N39416,BOEING,737-924ER,2008
